title,category,brand,description,starsBreakdown/3star,starsBreakdown/4star,starsBreakdown/5star,reviewsCount,average_rating,price/currency,price/value,categoryPageData/productPosition
"Hallmark 13"" Large Valentine's Day Gift Bags with Tissue Paper (2 Bags: Vintage Red Truck, Black and White Stripes) for Adults, Spouse, Husband, Boyfriend",Household Supplies,Hallmark,"LOVE FOR ALL. Celebrate love in all the ways it fills your life with this handsome bundle of Valentines Day gift bags. Pack of 2 large gift bags are perfect for books, toys, clothing or electronics. Unique designs including a classic red truck and black and white stripes make these gift bags great to have on hand for kids parties, classmate and teacher gifts, and presents for your husband, boyfriend, son, brother, friends and family. The Hallmark brand is widely recognized as the very best for greeting cards, gift wrap, and more. For more than 100 years, Hallmark has been helping its customers make everyday moments more beautiful and celebrations more joyful.",0.02,0.1,0.85,282,4.855670103092784,$,5.99,62
"Valentines Day Gifts for Kids 28 Pack Assorted Valentines Day Stationery Set, Valentines Cards Valentines Pencils Erasers Notepads, Valentine Treat Bags Goodie Bags Fillers Valentines Favors for Kids",Gift Card,AOJOYS,Tidak ada deskripsi,0.08,0.08,0.77,111,4.741935483870968,$,14.99,109
"Valentines Day Gifts for Her, Funny Romantic Naughty Gifts for Her Tin Soy Candles Stress Relief Unique Gifts Ideas for Girlfriend Wife Women, 9oz Scented Candles",Household Supplies,TGOOD,Tidak ada deskripsi,0.07,0.13,0.7,478,4.700000000000001,$,22.98,71
MEADIN Valentines Day Gifts for Kids - 32 Pack Prefilled Heart Pop Fidget Valentines Day Cards for Kids School - Valentine Exchange Cards for Boys Girls Classroom Class Gifts Party Favors,Gift Card,MEADIN,Tidak ada deskripsi,0.0,0.1,0.9,33,4.9,$,15.99,66
Couples Gifts Cute Keychain for Boyfriend Girlfriend Best Friend Christmas Valentines Day Matching Couple Stuff for Wife Husband Him Her Cat Lover Fiancée Anniversary Birthday Wedding Present Keyring,Accessories,VANLOVEMAC,Tidak ada deskripsi,0.04,0.1,0.84,1043,4.816326530612246,$,13.99,128
"Valentines Day Love Gifts for Him Husband Boyfriend - Gifts for Him, Mens Valentines Gifts, 17 oz Insulated Tumbler - Anniversary Birthday Gifts for Him Men - Husband Gifts from Wife",Other,risadas,Tidak ada deskripsi,0.04,0.12,0.77,263,4.78494623655914,$,8.99,133
"Valentines Day Gifts for Her, Galaxy Glass Rose Flower Forever Eternal Crystal Light Up Rose in Glass Dome with Butterfly Birthday Gifts for Women Mom Wife Girlfriend Grandma Purple",Flower,Pusuny,Tidak ada deskripsi,0.04,0.08,0.85,734,4.835051546391753,$,19.99,116
"llxxeyopqdxz Husband Birthday Card From Wife, Wallet Insert Card, Anniversary Valentine Gifts for Men or Women, Love Gift for Him, Her, Boyfriend, Girlfriend, Birthday Gifts for Wife Husband",Gift Card,llxxeyopqdxz,"Husband Birthday Card From, Wallet Insert Card, Anniversary Valentine Gifts for Men or Women, Love Gift for Him, Her, Boyfriend, Girlfriend, Birthday Gifts for Wife Husband, Romantic Gift Card",0.07,0.12,0.74,227,4.720430107526883,$,4.88,127
"JELMOK Valentines Day Cards for Kids School, 32 Set Valentine Day Gifts Exchange Cards Crazy Straws Bulk for Kids, Valentine's Day Cards for Class Classroom Boys Girls Party Favors (#2)",Gift Card,JELMOK,Tidak ada deskripsi,0.0,0.0,0.79,33,5.0,$,12.99,111
Lebana Preserved Red Real Rose with I Love You Necklace - Birthday Gifts for Her Mom Wife Girlfriend Valentines Day Gifts For Her Mothers Day -Red,Flower,Lebana,Tidak ada deskripsi,0.07,0.16,0.72,167,4.684210526315789,$,65.99,138
"ANYGIFT Valentines Day Gifts for Kids, 24 Packs Animal Building Blocks with Valentines Day Cards for Kids School, Valentines Gifts for Kids Boys Girls Classroom Party Favors Exchange Gifts",Gift Card,ANYGIFT,Tidak ada deskripsi,0.04,0.1,0.81,35,4.810526315789474,$,17.98,144
"24 Packs Valentines Day Cards for Kids with Fastfood Building Blocks for School Classroom Valentine's Gifts Exchange, Valentine's Party Favors for Kids, Valentine's Gift Cards Bulk, Valentine's Prizes",Gift Card,SpringFlower,Tidak ada deskripsi,0.0,0.0,1.0,2,5.0,$,19.99,134
Valentines Day Gifts Cards for Kids - 30 Packs Filled Hearts Valentines Day Cards with Emoticon Plush Keychains Classroom School Gift Exchange Party Favors Bulk Toys Treasure Box Carnival Prizes,Gift Card,Baisoo,Tidak ada deskripsi,0.08,0.16,0.74,188,4.673469387755103,$,26.99,141
"ShyLizard 24PCS Valentine Cards for Kids Classroom School, Colorful Dough Toys with Cards Valentine Exchange Gifts, Kids Valentine Day Cards Gifts Exchange, School Classroom Valentines Party Favors",Gift Card,ShyLizard,Tidak ada deskripsi,0.0,0.11,0.89,57,4.890000000000001,$,16.99,126
"ONEAGE Funny Valentines Day Card for Men Husband Boyfriend - Naughty Card Gift,Birthday Anniversary Christmas Stocking Stuffers Card for Him",Gift Card,ONEAGE,Tidak ada deskripsi,0.04,0.06,0.88,117,4.857142857142858,$,1.99,137
"U UQUI Rose Bear Valentines Day Gifts for Her, Flower Bear Rose Teddy Bear with Box Lights Necklace Balloon Card, Cute Romantic I Love You Anniversary Birthday Valentines Day Gifts & Decor",Flower,U UQUI,Tidak ada deskripsi,0.07,0.12,0.75,2069,4.723404255319148,$,26.99,135
"24PCS Valentines Day Cards with Small Stuffed Animals Plush Toys Set, Little Mini Stuffed Animal Keychain Valentine Exchange Cards for Kids Classroom School Exchange Prize, Valentines Day Gifts",Gift Card,CAMIRUS,"24PCS Valentines Day Cards with Small Stuffed Animals Plush Toys Set, Little Mini Stuffed Animal Keychain Valentine Exchange Cards for Kids Classroom School Exchange Prize, Valentines Day Gifts",0.07,0.17,0.67,18,4.65934065934066,$,16.99,125
"YNERHAI 2 Pack 13"" Valentines Gift Bags, Valentines Bags with Wrapping Paper, Valentines Day Gift Bags for Kids Him Her Boyfriend Girlfriend Classroom, Valentines Gift for Men Woman",Household Supplies,YNERHAI,Tidak ada deskripsi,0.05,0.12,0.8,118,4.77319587628866,$,6.99,142
"Valentines Day Gifts for Her Wife, Valentines Gifts for Her, Wife Valentines Day Gifts, Gifts for Her, Girlfriend Gifts, Birthday Gifts for Her, 20 oz Insulated Tumbler, Valentines Day Her Gifts",Other,OOPERAY,Tidak ada deskripsi,0.07,0.1,0.77,398,4.74468085106383,$,3.99,124
"Valentines Day Cards for Kids - 32 Crazy Loop Reusable Drinking Straws with Colorful Cards, Valentine Party Favors for Boys & Girls, Kids Exchange Cards for School Classroom, Ideal Valentine Gifts",Gift Card,V-Opitos,Tidak ada deskripsi,0.1,0.15,0.65,219,4.611111111111112,$,17.99,129
"Ptyfavor Valentines Day Gifts for Kids Class - 36 Pack Valentines Gift Cards with Squishies Animal Toys for School Class Exchange Gifts,  Boys Girls Toddlers Valentines Gifts",Gift Card,Ptyfavor,Tidak ada deskripsi,0.08,0.09,0.8,271,4.742268041237113,$,19.95,121
